Name,type,RA,Dec,Mv,Mstar,Re,Sig
NGC3489,1,165.077454,13.901258,-20.1,1.10E+10,1278.7,106.7
NGC3522,1,166.668549,20.085621,-18.8,1.52E+10,1734.3,102.6
NGC3595,1,168.856461,47.447147,-20.4,4.63E+10,2403.8,160.7
NGC3599,1,168.862305,18.110369,-19.3,9.25E+09,2699.2,74.8
NGC3605,1,169.19426,18.017141,-18.9,1.00E+10,1264.1,92.5
NGC3607,1,169.227737,18.051809,-21.8,2.10E+11,4897,229.1
NGC3608,1,169.245697,18.148531,-20.7,8.22E+10,3205.4,193.2
NGC3610,1,169.605316,58.786247,-20.8,4.54E+10,1712.5,175.4
NGC3613,1,169.650543,57.999924,-21.4,1.69E+11,3399.1,212.3
NGC3619,1,169.840088,57.757683,-20.7,6.71E+10,4146.8,166.3
NGC3626,1,170.015808,18.356791,-20.4,2.72E+10,2326,136.1
NGC3630,1,170.070786,2.96417,-20.2,3.21E+10,1275,174.2
NGC3640,1,170.278549,3.234764,-21.7,1.43E+11,4903.8,184.9
NGC3641,1,170.286621,3.194489,-18.9,2.31E+10,1465.1,174.2
NGC3648,1,170.631195,39.876972,-20.1,4.02E+10,1880.9,189.2
NGC3658,1,170.992706,38.562424,-20.5,4.80E+10,3358.3,164.4
NGC3665,1,171.181793,38.762791,-22,3.22E+11,7004.9,224.9
NGC3674,1,171.61087,57.04829,-20.3,6.24E+10,1521.7,221.8
NGC3694,1,172.225571,35.413857,-19.4,6.79E+09,1644.8,78
NGC3757,1,174.261765,58.415649,-19.2,1.74E+10,864.3,147.9
NGC3941,1,178.230667,36.986378,-20.1,2.19E+10,1435.9,139.3
NGC3945,1,178.30719,60.67556,-21.4,8.77E+10,3342.4,182.8
NGC3998,1,179.484039,55.453564,-20.4,7.71E+10,1593.3,278.6
NGC4026,1,179.85495,50.961689,-20.1,3.46E+10,1250.7,190.1
NGC4036,1,180.362045,61.895699,-21.5,1.45E+11,3065.6,188.8
NGC4078,1,181.198456,10.595537,-20.1,5.81E+10,1608.8,174.6
NGC4111,1,181.763031,43.065392,-20.4,4.21E+10,1106.4,158.9
NGC4119,1,182.040176,10.37872,-19.7,1.87E+10,3289,59
NGC4143,1,182.40036,42.534218,-20.2,3.61E+10,1351.8,216.8
NGC4150,1,182.640228,30.401487,-18.7,7.19E+09,1243.6,88.1
NGC4168,1,183.071808,13.205354,-21.1,1.49E+11,5158.6,174.2
NGC4179,1,183.217087,1.299673,-20.3,5.07E+10,1531.3,183.7
NGC4191,1,183.459915,7.200842,-20.2,3.79E+10,2721.8,134
NGC4203,1,183.770935,33.197243,-20.5,4.01E+10,2740.9,159.2
NGC4215,1,183.977142,6.401132,-20.5,5.19E+10,2264,140.3
NGC4233,1,184.282043,7.624434,-21,9.16E+10,2635,217.3
NGC4249,1,184.49765,5.59872,-19.1,3.98E+09,2756,76.7
NGC4251,1,184.534607,28.175299,-20.8,3.72E+10,1916.9,137.1
NGC4255,1,184.7341,4.785923,-20.1,4.90E+10,1620.8,179.9
NGC4259,1,184.842468,5.376242,-19.3,7.82E+09,1455.9,114.8
NGC4261,1,184.846924,5.82471,-22.3,4.10E+11,6685.4,294.4
NGC4262,1,184.877426,14.877717,-19.7,3.00E+10,869.2,195
NGC4264,1,184.899078,5.846804,-20.1,2.61E+10,2430,105
NGC4267,1,184.938675,12.798356,-20.3,3.33E+10,2885.6,156
NGC4268,1,184.946762,5.28365,-20.1,4.30E+10,1952.7,156.3
NGC4270,1,184.955978,5.463371,-20.8,5.57E+10,2911.5,142.2
NGC4278,1,185.02832,29.280619,-20.9,9.57E+10,2527.5,248.3
NGC4281,1,185.089691,5.38643,-21.1,1.66E+11,2897.1,256.4
NGC4283,1,185.086609,29.310898,-18.9,1.06E+10,883.6,119.7
NGC4324,1,185.775726,5.250488,-19.7,1.11E+10,1524.3,93.1
NGC4339,1,185.895599,6.081713,-19.6,2.70E+10,2315.8,123.9
NGC4340,1,185.897141,16.722195,-20.1,2.82E+10,3276.4,107.2
NGC4342,1,185.912598,7.053936,-19.2,3.33E+10,457.1,252.9
NGC4346,1,185.866425,46.993881,-19.6,1.88E+10,1260.6,145.2
NGC4350,1,185.990891,16.693356,-20.2,4.63E+10,1265,199.5
NGC4365,1,186.117615,7.31752,-22.3,2.97E+11,6775.3,255.9
NGC4371,1,186.230957,11.704288,-20.5,5.04E+10,2884.2,138.7
NGC4374,1,186.265747,12.88696,-22.2,3.39E+11,5492.2,288.4
NGC4377,1,186.301285,14.762218,-19.5,1.04E+10,1253.1,145.9
NGC4379,1,186.311386,15.607498,-19.3,1.86E+10,1436.3,117.2
NGC4382,1,186.35022,18.19108,-22.2,1.81E+11,7185,183.7
NGC4387,1,186.423813,12.810359,-19.2,1.52E+10,1316.5,105.7
NGC4406,1,186.549225,12.94597,-22.1,3.66E+11,10136.4,216.8
NGC4417,1,186.710938,9.584117,-20,2.97E+10,1516,152.4
NGC4425,1,186.805664,12.734803,-19.2,1.38E+10,1786.7,83.4
NGC4429,1,186.860657,11.10754,-21.4,1.47E+11,3917.9,195.9
NGC4434,1,186.902832,8.154311,-19.6,1.62E+10,1580.6,130.6
NGC4435,1,186.918762,13.079021,-20.9,4.11E+10,1902.4,163.7
NGC4442,1,187.01622,9.80362,-20.7,6.56E+10,1767.1,194.1
NGC4452,1,187.18042,11.755,-19,1.82E+10,1366.8,59
NGC4458,1,187.239716,13.241916,-18.9,9.23E+09,1707.7,107.6
NGC4459,1,187.250107,13.97858,-21,7.00E+10,3360.5,178.6
NGC4461,1,187.262543,13.183857,-20.2,3.40E+10,1815.8,148.9
NGC4472,1,187.444992,8.00041,-22.9,5.96E+11,8661.1,288.4
NGC4473,1,187.453659,13.42932,-20.9,6.12E+10,2204.3,193.6
NGC4474,1,187.473099,14.068673,-19.4,1.47E+10,1617,92
NGC4476,1,187.49617,12.348669,-18.9,7.26E+09,1422.6,71.4
NGC4477,1,187.509048,13.636443,-20.8,6.67E+10,3516.1,171.4
NGC4478,1,187.572662,12.328578,-19.9,3.71E+10,1300.2,144.5
NGC4483,1,187.66925,9.015665,-18.9,9.55E+09,1459.8,92.5
NGC4486,1,187.705933,12.3911,-22.5,4.83E+11,6578.1,314.1
NGC4486A,1,187.74054,12.270361,-18.9,1.55E+10,763.9,143.2
NGC4489,1,187.717667,16.758696,-18.7,2.48E+09,1694.7,64.9
NGC4494,1,187.850143,25.774981,-21.2,8.04E+10,3764.3,154.2
NGC4503,1,188.025803,11.176434,-20.3,4.88E+10,2249.4,147.9
NGC4521,1,188.198853,63.939293,-21,1.10E+11,2833.8,176.6
NGC4526,1,188.512619,7.69914,-21.7,1.75E+11,3239.1,235
NGC4528,1,188.525269,11.321266,-19.1,1.32E+10,887.6,110.7
NGC4546,1,188.87294,-3.793227,-20.4,5.73E+10,1476.7,221.3
NGC4550,1,188.877548,12.220955,-19.4,1.69E+10,1177.4,94.2
NGC4551,1,188.908249,12.26401,-19.3,1.83E+10,1344,99.5
NGC4552,1,188.916183,12.55604,-21.4,1.36E+11,3142.2,261.8
NGC4564,1,189.112473,11.43932,-20.2,3.71E+10,1486.7,174.2
NGC4570,1,189.222504,7.246663,-20.6,4.44E+10,1484.5,191
NGC4578,1,189.377274,9.555121,-19.8,2.11E+10,2622.8,110.4
NGC4596,1,189.983063,10.176031,-20.7,7.50E+10,4295.9,151
NGC4608,1,190.305374,10.155793,-20,4.15E+10,3707.3,137.7
NGC4612,1,190.38649,7.314782,-19.6,1.07E+10,2315.7,85.9
NGC4621,1,190.509674,11.64693,-21.2,1.30E+11,3219.3,223.9
NGC4623,1,190.544601,7.676934,-18.8,6.64E+09,1742.3,68.4
NGC4624,1,191.274826,3.055684,-20.8,6.53E+10,4688.8,143.2
NGC4636,1,190.707779,2.68778,-21.5,1.91E+11,6500,199.5
NGC4638,1,190.697632,11.442459,-20.1,2.36E+10,1246.3,120.2
NGC4643,1,190.833893,1.978399,-20.8,7.00E+10,2871.2,152.8
NGC4649,1,190.916702,11.55261,-22.5,4.52E+11,6421.3,314.8
NGC4660,1,191.133209,11.190533,-19.8,2.58E+10,939,217.8
NGC4684,1,191.822861,-2.727538,-19.3,8.43E+09,1326.9,68.7
NGC4690,1,191.981323,-1.655975,-20,4.17E+10,3800.1,112.7
NGC4694,1,192.062881,10.983624,-19.2,7.96E+09,2404.7,61.9
NGC4697,1,192.149612,-5.80085,-21,1.17E+11,3921.7,180.7
NGC4710,1,192.412323,15.16549,-20.6,5.74E+10,2570.7,105
NGC4733,1,192.778259,10.912103,-18.9,7.52E+09,2517.3,56.2
NGC4753,1,193.092133,-1.19969,-22.2,2.01E+11,6418.2,183.2
NGC4754,1,193.073181,11.31366,-20.7,5.35E+10,2390,179.5
NGC4762,1,193.233536,11.2308,-21.6,9.12E+10,3843.1,134.6
NGC5173,1,202.105301,46.591572,-20,1.83E+10,2088.8,101.2
NGC5198,1,202.547546,46.67083,-21.2,1.54E+11,4367.9,201.4
NGC5273,1,205.534943,35.65424,-19.5,9.53E+09,2967.6,74.1
NGC5308,1,206.751633,60.973038,-21.2,1.22E+11,2264,237.7
NGC5322,1,207.313339,60.190411,-22.4,3.01E+11,6501.6,248.3
NGC5342,1,207.85791,59.863014,-19.7,2.73E+10,1267.1,179.5
NGC5353,1,208.36142,40.283123,-22.2,2.72E+11,3236.8,289.7
NGC5355,1,208.43985,40.338795,-19.5,9.82E+09,1985.9,82.8
NGC5358,1,208.501801,40.27742,-19.1,1.19E+10,1586.2,76.9
NGC5379,1,208.893112,59.742825,-19.2,7.31E+09,2527.5,69.2
NGC5422,1,210.175262,55.164478,-20.8,6.82E+10,2661.5,174.6
NGC5473,1,211.180176,54.89262,-21.3,8.22E+10,3611.7,214.8
NGC5481,1,211.671722,50.72332,-19.8,4.10E+10,2787.4,149.3
NGC5485,1,211.797134,55.001518,-20.7,1.03E+11,3531.6,179.1
NGC5493,1,212.872421,-5.043663,-21.6,6.30E+10,2725.2,161.4
NGC5500,1,212.563522,48.546066,-19,1.85E+10,2504,82.2
NGC5507,1,213.332825,-3.14886,-20.3,4.09E+10,1653.6,208.9
NGC5557,1,214.607117,36.49369,-22,2.14E+11,5289.4,254.7
NGC5574,1,215.233109,3.237995,-19.4,1.21E+10,1482.7,76.7
NGC5576,1,215.265381,3.271049,-21.2,7.59E+10,3373.1,185.8
NGC5582,1,215.179703,39.693584,-20.4,5.48E+10,3882,151.4
NGC5611,1,216.019897,33.047501,-19.3,2.01E+10,1025,131.8
NGC5631,1,216.638687,56.582664,-20.8,6.93E+10,3349.2,161.1
NGC5638,1,217.418289,3.233443,-20.9,8.07E+10,3538.5,159.2
NGC5687,1,218.718201,54.475685,-20.3,8.47E+10,3468.5,190.5
NGC5770,1,223.312653,3.959721,-19.2,8.53E+09,1438,97.3
NGC5813,1,225.296936,1.70197,-22.2,2.61E+11,8093.2,225.9
NGC5831,1,226.029266,1.219917,-20.8,6.50E+10,3533.3,166
NGC5838,1,226.359467,2.099356,-21.2,1.44E+11,2500.5,276.1
NGC5839,1,226.364471,1.634633,-19.6,2.61E+10,1923.1,161.4
NGC5845,1,226.503281,1.633824,-20,3.07E+10,620.8,269.8
NGC5846,1,226.621887,1.605637,-22.1,3.23E+11,6956.5,231.7
NGC5854,1,226.948853,2.56856,-20.4,2.40E+10,2013.1,115.1
NGC5864,1,227.389786,3.052741,-20.7,5.08E+10,2697.6,119.9
NGC5866,1,226.623169,55.763309,-21.1,9.98E+10,2759.1,160.3
NGC5869,1,227.456055,0.469967,-20.4,6.07E+10,2659.3,182
NGC6014,1,238.989105,5.931838,-20.1,2.28E+10,4087.5,89.7
NGC6017,1,239.314529,5.998364,-19.6,1.52E+10,1174.8,109.9
NGC6149,1,246.851151,19.59729,-19.7,1.57E+10,1973,107.4
NGC6278,1,255.209763,23.010956,-21.3,8.91E+10,2931.1,217.8
NGC6547,1,271.291748,25.232645,-20.7,6.78E+10,2085.6,192.8
NGC6548,1,271.496826,18.587217,-20.3,5.88E+10,3888.9,173.8
NGC6703,1,281.828522,45.550648,-20.9,9.44E+10,3836,182
NGC6798,1,291.013306,53.624752,-20.6,3.91E+10,2252.2,137.1
NGC7280,1,336.614899,16.148266,-19.9,1.82E+10,2462.2,115.1
NGC7332,1,339.352173,23.798351,-20.8,3.08E+10,1697.5,139
NGC7454,1,345.27713,16.388371,-20.1,3.69E+10,2691.9,111.9
NGC7457,1,345.249725,30.144892,-19.5,9.42E+09,2345.1,74.8
NGC7465,1,345.503967,15.964876,-19.9,1.45E+10,1307.5,93.5
NGC7693,1,353.293671,-1.29201,-18.7,9.89E+09,2121.2,65.5
NGC7710,1,353.942261,-2.880941,-19.1,1.15E+10,1002.4,104.5
PGC016060,1,72.143387,-3.867104,-19.7,2.79E+10,1596.1,98.2
PGC035754,1,173.614716,33.178913,-19,1.72E+10,1654.4,116.7
PGC042549,1,190.316513,-5.009177,-19.8,1.69E+10,1645,100.9
PGC054452,1,228.89418,2.248187,-18.7,6.92E+09,1889.7,65.8
PGC056772,1,240.54834,7.085953,-19.1,1.75E+10,1837.3,82.4
PGC170172,1,176.73172,-5.187745,-19,4.68E+09,1230.1,104.7
UGC03960,1,115.094856,23.275089,-19,2.40E+10,3521.4,88.3
UGC04551,1,131.024582,49.793968,-20,3.44E+10,1083.3,184.1
UGC05408,1,150.966095,59.436138,-19.1,7.06E+09,1292.5,83
UGC06062,1,164.656662,9.050468,-19.9,3.11E+10,1955.6,143.2
UGC06176,1,166.852753,21.657185,-19.8,1.21E+10,1891.1,110.9
UGC08876,1,209.241943,45.973179,-19.5,2.79E+10,1124,141.9
UGC09519,1,221.588028,34.370651,-19.1,1.04E+10,991.9,98.2
LEDA074886,2,55.18,-18.645278,-16.8,9.89E+08,1130,22.9
PGC032348,2,162.22375,14.124444,-15.1,5.96E+07,638,15.4
VCC0021,2,182.596208,10.188544,-16.6,2.27E+08,922.6,26.1
VCC0178,2,184.03775,12.6913,-16.1,4.12E+08,696.8,50
VCC0308,2,184.712042,7.861889,-17.6,7.85E+08,1465.6,31.7
VCC0389,2,185.013708,14.961522,-17.2,1.50E+09,873,23
VCC0437,2,185.203417,17.487064,-17.2,1.04E+09,2010.2,47
VCC0452,2,185.269583,11.755,-15.8,2.07E+08,627,23.8
VCC0490,2,185.411625,15.745125,-17.4,2.37E+09,1393.6,34
VCC0523,2,185.517125,12.787483,-17.9,1.97E+09,1811.3,45.8
VCC0543,2,185.581375,14.760781,-17.2,1.04E+09,1433.6,48
VCC0545,2,185.581708,15.733578,-16,4.12E+08,760.8,31
VCC0634,2,185.833458,15.820378,-17.2,1.43E+09,1329.5,26
VCC745/NGC4366,2,186.195833,7.352778,-16.4,1.72E+09,808,44.7
VCC0846,2,186.460417,13.197778,-15.3,1.80E+08,1019,19
VCC0856,2,186.491375,10.053767,-17.2,1.08E+09,1177.3,31
VCC0917/IC3344,2,186.635,13.578611,-17.2,5.43E+08,787,41
VCC0940/IC3349,2,186.69625,12.454167,-16.3,1.04E+09,1124,32.4
VCC0965,2,186.762792,12.560817,-16,2.99E+08,1105.2,34
VCC0990,2,186.820583,16.024467,-17,9.89E+08,776.9,53
VCC1010,2,186.864083,12.290286,-17.8,3.76E+09,1834,43
VCC1036,2,186.921833,12.3159,-17.9,2.72E+09,1169.3,53
VCC1073/IC794,2,187.035833,12.093333,-17.2,2.72E+09,724,45.6
VCC1075,2,187.051333,10.297658,-16.7,8.61E+08,1169.3,53
VCC1087,2,187.062,11.789828,-17.5,2.48E+09,1513.7,63
VCC1087/IC3381,2,187.062917,11.789722,-16.8,2.07E+09,1168,38.7
VCC1122,2,187.173792,12.915917,-16.7,5.69E+08,913,40
VCC1183,2,187.343792,11.433886,-17.6,2.16E+09,840.9,56
VCC1250,2,187.496167,12.348656,-18.9,6.53E+09,1297.4,79
VCC1254,2,187.522083,8.074722,-16.5,6.84E+08,949,31
VCC1261/NGC4482,2,187.543333,10.779444,-17.5,3.76E+09,589,45.4
VCC1308/IC3437,2,187.690833,11.342778,-15.7,4.32E+08,764,33.2
VCC1407,2,188.01125,11.89,-16.4,2.48E+08,902,25.5
VCC1422,2,188.059208,10.251461,-18,2.99E+09,1545.7,44
VCC1431,2,188.097458,11.262969,-17.3,1.30E+09,781.6,54.1
VCC1491,2,188.308375,12.857822,-16.4,8.22E+08,816.9,47
VCC1545,2,188.548083,12.048964,-17.1,1.80E+09,897,59
VCC1549,2,188.561708,11.071525,-16.9,1.30E+09,935.4,38.9
VCC1577/IC3519,2,188.66,15.602778,-15.9,1.97E+08,689,26
VCC1695,2,189.228542,12.520075,-17.4,3.27E+08,1717.9,28.7
VCC1743,2,189.528292,10.082356,-15.9,2.85E+08,832.9,44
VCC1826,2,190.046667,9.896111,-15.9,9.02E+07,542,22.3
VCC1857,2,190.221333,10.475364,-16.4,2.48E+08,1665.9,46
VCC1861,2,190.244,11.184486,-17.3,1.88E+09,1492.8,40.4
VCC1871,2,190.315542,11.387244,-17.6,3.13E+09,552.6,68
VCC1876/IC3658,2,190.335,14.700556,-16.5,5.96E+08,682,26.7
VCC1910,2,190.536083,11.754286,-17.4,2.60E+09,1044.7,39
VCC2019,2,191.335083,13.692661,-17,9.89E+08,1233.4,44
VCC2048,2,191.81375,10.203583,-18,3.43E+09,1009.1,33
VCC2050,2,191.836,12.166428,-16.4,5.19E+08,865,32
CanisMajor,3,108.145833,-27.666667,-14.4,4.90E+07,210,20
SagittariusdSph,3,283.83125,-30.545278,-13.5,2.10E+07,2587,11.4
SegueI,3,151.766667,16.081944,-1.5,3.40E+02,29,3.9
UrsaMajorII,3,132.875,63.13,-4.2,4.10E+03,149,6.7
BootesII,3,209.5,12.85,-2.7,1.00E+03,51,10.5
SegueII,3,34.816667,20.175278,-2.5,8.60E+02,35,3.4
Willman1,3,162.3375,51.05,-2.7,1.00E+03,25,4.3
ComaBerenices,3,186.745833,23.904167,-4.1,3.70E+03,77,4.6
BootesIII,3,209.3,26.8,-5.8,1.70E+04,1360,14
BootesI,3,210.025,14.5,-6.3,2.90E+04,242,2.4
Draco,3,260.051667,57.915278,-8.8,2.90E+05,221,9.1
UrsaMinor,3,227.285417,67.2225,-8.8,2.90E+05,181,9.5
Sculptor,3,15.039167,-33.709167,-11.1,2.30E+06,283,9.2
SextansI,3,153.2625,-1.614722,-9.3,4.40E+05,695,7.9
UrsaMajorI,3,158.72,51.92,-5.5,1.40E+04,319,7.6
Carina,3,100.402917,-50.966111,-9.1,3.80E+05,250,6.6
Hercules,3,247.758333,12.791667,-6.6,3.70E+04,330,3.7
Fornax,3,39.997083,-34.449167,-13.4,2.00E+07,710,11.7
LeoIV,3,173.2375,0.533333,-5.8,1.90E+04,206,3.3
CanesVenaticiII,3,194.291667,34.320833,-4.9,7.90E+03,74,4.6
LeoV,3,172.79,2.22,-5.2,1.10E+04,135,3.7
PiscesII,3,344.629167,5.9525,-5,8.60E+03,58,
CanesVenaticiI,3,202.014583,33.555833,-8.6,2.30E+05,564,7.6
LeoII,3,168.37,22.151667,-9.8,7.40E+05,176,6.6
LeoI,3,152.117083,12.306389,-12,5.50E+06,251,9.2
AndromedaIX,3,13.220833,43.195833,-8.1,1.50E+05,557,10.9
AndromedaI,3,11.415833,38.041111,-11.9,3.90E+06,672,10.2
AndromedaXVII,3,9.279167,44.322222,-8.5,2.60E+05,286,2.9
AndromedaXXVII,3,9.362917,45.386944,-7.9,1.20E+05,434,14.8
AndromedaIII,3,8.890833,36.497778,-10.2,8.30E+05,479,9.3
AndromedaXXV,3,7.537083,46.851944,-9.7,6.80E+05,709,3
AndromedaXXVI,3,5.94,47.916111,-7.1,6.00E+04,222,8.6
AndromedaV,3,17.57125,47.628056,-9.5,3.90E+05,315,11.5
AndromedaXI,3,11.583333,33.801389,-6.8,4.90E+04,157,4.6
AndromedaXIX,3,4.88375,35.043611,-9,4.30E+05,1479.5,4.7
AndromedaXXIII,3,22.340833,38.718889,-10.2,1.10E+06,1029,7.1
AndromedaXX,3,1.877917,35.132222,-6.1,2.90E+04,124,7.1
AndromedaXIII,3,12.9625,33.004444,-6.5,4.10E+04,207,5.8
AndromedaX,3,16.640417,44.804444,-7.5,9.60E+04,265,6.4
AndromedaXXI,3,358.69875,42.470833,-9.8,7.60E+05,875,4.5
AndromedaXIV,3,12.895833,29.696944,-8.6,2.00E+05,363,5.3
AndromedaXII,3,11.8625,34.374722,-6.5,3.10E+04,304,2.6
AndromedaXV,3,18.577917,38.1175,-9.4,4.90E+05,222,4
AndromedaII,3,19.124167,33.419167,-12.6,7.60E+06,1176,7.8
AndromedaXXIX,3,359.731667,30.755556,-8.3,1.80E+05,361,
AndromedaXXIV,3,19.625,46.366111,-7.6,9.30E+04,367,
AndromedaVII,3,351.632083,50.675833,-13.2,9.50E+06,776,13
AndromedaVI,3,357.942917,24.5825,-11.5,2.80E+06,524,12.4
AndromedaXXII,3,21.916667,28.090278,-6.8,3.40E+04,217,2.8
AndromedaXVI,3,14.874167,32.376667,-9,4.10E+05,136,3.8
AndromedaXXVIII,3,338.171667,31.216111,-8.5,2.10E+05,213,6.6
Cetus,3,6.545833,-11.044444,-11.3,2.60E+06,703,17
PegasusdIrr,3,352.15125,14.743056,-12.2,6.61E+06,562,
LeoT,3,143.7225,17.051389,-8,1.40E+05,120,7.5
AndromedaXVIII,3,0.560417,45.088889,-9.4,6.30E+05,363,9.7
Aquarius,3,311.715833,-12.848056,-10.6,1.60E+06,458,
Tucana,3,340.456667,-64.419444,-9.5,5.60E+05,284,15.8
UGC4879,3,139.009167,52.84,-12.5,8.30E+06,162,9.4
ESO410-G005,3,3.881667,-32.18,-11.5,3.50E+06,280,
KKR25,3,243.45,54.371111,-10.9,1.40E+06,222,
ESO294-G010,3,6.639167,-41.855278,-11.2,2.70E+06,248,
NGC4472,4,187.444992,8.000411,-13.1,7.13E+07,6.8,
NGC4550,4,188.87755,12.220956,-14.4,2.23E+08,25.9,
NGC4474,4,187.4731,14.068672,-11.7,2.20E+07,2.8,
NGC4379,4,186.311387,15.607497,-13.2,8.43E+07,12.9,
NGC4387,4,186.423812,12.810358,-13,6.32E+07,16.7,
NGC4476,4,187.496171,12.348669,-11.8,2.03E+07,2.1,
NGC4551,4,188.90825,12.264011,-14.2,2.07E+08,40.1,
NGC4458,4,187.239717,13.241917,-16.1,8.91E+08,62.5,
NGC4623,4,190.5446,7.676933,-14,1.63E+08,47.9,
NGC4452,4,187.180454,11.755033,-10.9,3.95E+06,4.8,
NGC4479,4,187.576429,13.577467,-10.9,9.10E+06,4.2,
NGC4482,4,187.543075,10.779478,-11.9,1.35E+07,3.1,
NGC4352,4,186.020921,11.218025,-11.5,1.09E+07,3.3,
IC3468,4,188.059204,10.251542,-11.2,6.95E+06,2.9,
IC3773,4,191.8136,10.203444,-10,2.01E+06,2.7,
IC3653,4,190.315504,11.387181,-12.7,2.89E+07,9.3,
IC809,4,190.536088,11.754433,-11.6,9.57E+06,3,
IC3328,4,186.491517,10.053714,-12.4,1.89E+07,12.6,
IC3065,4,183.802263,14.43285,-9.3,8.43E+05,2.1,
IC3442,4,187.834129,14.115186,-10.3,2.38E+06,3.2,
IC3381,4,187.061892,11.789914,-11.3,8.53E+06,2.2,
IC3652,4,190.244108,11.184408,-11.3,5.98E+06,10.3,
UGC7436,4,185.581375,14.760586,-8.9,1.05E+06,14.1,
IC3470,4,188.097304,11.263211,-11.8,1.01E+07,18.9,
UGC7399A,4,185.203154,17.487261,-11.4,6.32E+06,6.9,
IC3735,4,191.3349,13.692706,-11.1,5.50E+06,2.6,
IC3032,4,182.78235,14.275047,-9.2,7.76E+05,2.6,
VCC200,4,184.140379,13.031244,-8.5,4.19E+05,3.6,
IC3509,4,188.548188,12.048858,-9.5,1.13E+06,3.5,
NGC4467,4,187.376113,7.99295,-12.3,1.88E+07,9.7,
IC3383,4,187.051546,10.297692,-10.3,2.27E+06,3.2,
VCC1627,4,188.905137,12.382067,-12.7,3.83E+07,15.8,
IC798,4,188.139158,15.415494,-11.8,1.35E+07,4.8,
IC3103,4,184.368552,9.360451,-11.1,5.28E+06,2.8,
IC3779,4,191.834504,12.16655,-9,6.86E+05,5.6,
IC3292,4,186.201538,18.195078,-10.2,2.18E+06,3.2,
IC3635,4,190.055558,12.874994,-9.9,1.59E+06,4.7,
NGC4309A,4,185.56125,7.167167,-10.1,2.30E+06,2.5,
IC3461,4,188.011446,11.889767,-11,4.33E+06,10.9,
VCC1886,4,190.414217,12.247397,-9.3,9.68E+05,3.1,
VCC1199,4,187.395767,8.057947,-11.7,1.40E+07,5.5,
VCC1539,4,188.528079,12.741597,-10.5,3.07E+06,19.9,
VCC1185,4,187.348067,12.450561,-10.5,2.72E+06,4.3,
IC3490,4,188.307925,10.928536,-9,6.24E+05,4.4,
VCC1661,4,189.103254,10.384653,-11.1,5.08E+06,6.4,
UGC06983,4,179.786392,52.707786,-10,1.60E+06,2.3,
ESO358-5,4,51.819208,-33.486111,-10.5,2.48E+06,4.5,
NGC0300,4,13.722829,-37.684381,-9.8,3.17E+06,2.9,
NGC0428,4,18.232121,0.981581,-11.8,1.87E+07,3.4,
NGC0450,4,18.876958,-0.860828,-12.4,7.76E+06,24.3,
NGC1493,4,59.364092,-46.210739,-12.4,1.07E+07,2.6,
NGC2552,4,124.831583,50.005778,-11.1,4.26E+06,2.2,
NGC2805,4,140.085021,64.102767,-12.6,1.30E+07,7.6,
NGC3346,4,160.912033,14.871983,-10.8,3.77E+06,1.8,
NGC3423,4,162.809754,5.8401,-11.1,3.30E+06,4.2,
NGC3445,4,163.647779,56.990686,-12.4,1.82E+07,3.7,
NGC4411b,4,186.696733,8.884567,-12.4,8.47E+06,9,
NGC4625,4,190.469587,41.273719,-10.8,1.85E+06,28.8,
NGC4701,4,192.298171,3.388728,-13,1.59E+07,2.4,
NGC4775,4,193.440446,-6.622147,-13.5,2.47E+07,4.2,
NGC5068,4,199.728363,-21.0391,-10.3,5.12E+06,7.5,
NGC5585,4,214.95085,56.72905,-10.8,2.24E+06,3.3,
NGC5668,4,218.351379,4.450486,-12.3,1.05E+07,4.4,
NGC5964,4,234.401583,5.973583,-11.5,1.02E+07,5,
NGC6509,4,269.855287,6.287067,-11.9,1.60E+07,2.8,
UGC3574,4,103.293571,57.177761,-11.1,3.74E+06,7.7,
UGC12732,4,355.1665,26.236056,-10.1,3.38E+06,3.9,
NGC104,5,6.022329,-72.081444,-9.4,1.12E+06,4.1,11
NGC288,5,13.1885,-26.582611,-6.8,7.08E+04,5.7,2.9
NGC362,5,15.809417,-70.848778,-8.4,3.39E+05,2,6.4
NGC1261,5,48.067542,-55.216222,-7.8,1.59E+05,3.3,
Pal1,5,53.3335,79.581056,-2.5,4.68E+03,1.4,
AM1,5,58.76125,-49.614444,-4.7,1.10E+04,17.6,
